,Datetime,Region,Technology,Emission,Value
418,2035,reg1,Pump_hydro_PP,CO2,0.0
419,2036,reg1,Pump_hydro_PP,CO2,0.0
420,2037,reg1,Pump_hydro_PP,CO2,0.0
421,2038,reg1,Pump_hydro_PP,CO2,0.0
422,2039,reg1,Pump_hydro_PP,CO2,0.0
423,2040,reg1,Pump_hydro_PP,CO2,0.0
424,2041,reg1,Pump_hydro_PP,CO2,0.0
425,2042,reg1,Pump_hydro_PP,CO2,0.0
426,2043,reg1,Pump_hydro_PP,CO2,0.0
427,2044,reg1,Pump_hydro_PP,CO2,0.0
428,2045,reg1,Pump_hydro_PP,CO2,0.0
429,2046,reg1,Pump_hydro_PP,CO2,0.0
430,2047,reg1,Pump_hydro_PP,CO2,0.0
431,2048,reg1,Pump_hydro_PP,CO2,0.0
432,2049,reg1,Pump_hydro_PP,CO2,0.0
433,2050,reg1,Pump_hydro_PP,CO2,0.0
434,2020,reg1,Electricity_imports,CO2,0.0
435,2021,reg1,Electricity_imports,CO2,0.0
436,2022,reg1,Electricity_imports,CO2,0.0
437,2023,reg1,Electricity_imports,CO2,0.0
438,2024,reg1,Electricity_imports,CO2,0.0
439,2025,reg1,Electricity_imports,CO2,0.0
440,2026,reg1,Electricity_imports,CO2,0.0
441,2027,reg1,Electricity_imports,CO2,0.0
442,2028,reg1,Electricity_imports,CO2,0.0
443,2029,reg1,Electricity_imports,CO2,0.0
444,2030,reg1,Electricity_imports,CO2,0.0
445,2031,reg1,Electricity_imports,CO2,0.0
446,2032,reg1,Electricity_imports,CO2,0.0
447,2033,reg1,Electricity_imports,CO2,0.0
448,2034,reg1,Electricity_imports,CO2,0.0
449,2035,reg1,Electricity_imports,CO2,0.0
450,2036,reg1,Electricity_imports,CO2,0.0
451,2037,reg1,Electricity_imports,CO2,0.0
452,2038,reg1,Electricity_imports,CO2,0.0
453,2039,reg1,Electricity_imports,CO2,0.0
454,2040,reg1,Electricity_imports,CO2,0.0
455,2041,reg1,Electricity_imports,CO2,0.0
456,2042,reg1,Electricity_imports,CO2,0.0
457,2043,reg1,Electricity_imports,CO2,0.0
458,2044,reg1,Electricity_imports,CO2,0.0
459,2045,reg1,Electricity_imports,CO2,0.0
460,2046,reg1,Electricity_imports,CO2,0.0
461,2047,reg1,Electricity_imports,CO2,0.0
462,2048,reg1,Electricity_imports,CO2,0.0
463,2049,reg1,Electricity_imports,CO2,0.0
464,2050,reg1,Electricity_imports,CO2,0.0
465,2020,reg1,Geo_HP,CO2,0.0
466,2021,reg1,Geo_HP,CO2,0.0
467,2022,reg1,Geo_HP,CO2,0.0
468,2023,reg1,Geo_HP,CO2,0.0
469,2024,reg1,Geo_HP,CO2,0.0
470,2025,reg1,Geo_HP,CO2,0.0
471,2026,reg1,Geo_HP,CO2,0.0
472,2027,reg1,Geo_HP,CO2,0.0
473,2028,reg1,Geo_HP,CO2,0.0
474,2029,reg1,Geo_HP,CO2,0.0
475,2030,reg1,Geo_HP,CO2,0.0
476,2031,reg1,Geo_HP,CO2,0.0
477,2032,reg1,Geo_HP,CO2,0.0
478,2033,reg1,Geo_HP,CO2,0.0
479,2034,reg1,Geo_HP,CO2,0.0
480,2035,reg1,Geo_HP,CO2,0.0
481,2036,reg1,Geo_HP,CO2,0.0
482,2037,reg1,Geo_HP,CO2,0.0
483,2038,reg1,Geo_HP,CO2,0.0
484,2039,reg1,Geo_HP,CO2,0.0
485,2040,reg1,Geo_HP,CO2,0.0
486,2041,reg1,Geo_HP,CO2,0.0
487,2042,reg1,Geo_HP,CO2,0.0
488,2043,reg1,Geo_HP,CO2,0.0
489,2044,reg1,Geo_HP,CO2,0.0
490,2045,reg1,Geo_HP,CO2,0.0
491,2046,reg1,Geo_HP,CO2,0.0
492,2047,reg1,Geo_HP,CO2,0.0
493,2048,reg1,Geo_HP,CO2,0.0
494,2049,reg1,Geo_HP,CO2,0.0
495,2050,reg1,Geo_HP,CO2,0.0
496,2020,reg1,SMR,CO2,0.0
497,2021,reg1,SMR,CO2,0.0
498,2022,reg1,SMR,CO2,0.0
499,2023,reg1,SMR,CO2,0.0
500,2024,reg1,SMR,CO2,0.0
501,2025,reg1,SMR,CO2,0.0
502,2026,reg1,SMR,CO2,0.0
503,2027,reg1,SMR,CO2,0.0
504,2028,reg1,SMR,CO2,0.0
505,2029,reg1,SMR,CO2,0.0
506,2030,reg1,SMR,CO2,0.0
507,2031,reg1,SMR,CO2,0.0
508,2032,reg1,SMR,CO2,0.0
509,2033,reg1,SMR,CO2,0.0
510,2034,reg1,SMR,CO2,0.0
511,2035,reg1,SMR,CO2,0.0
512,2036,reg1,SMR,CO2,0.0
513,2037,reg1,SMR,CO2,0.0
514,2038,reg1,SMR,CO2,0.0
515,2039,reg1,SMR,CO2,0.0
516,2040,reg1,SMR,CO2,0.0
517,2041,reg1,SMR,CO2,0.0
518,2042,reg1,SMR,CO2,0.0
519,2043,reg1,SMR,CO2,0.0
520,2044,reg1,SMR,CO2,0.0
521,2045,reg1,SMR,CO2,0.0
522,2046,reg1,SMR,CO2,0.0
523,2047,reg1,SMR,CO2,0.0
524,2048,reg1,SMR,CO2,0.0
525,2049,reg1,SMR,CO2,0.0
526,2050,reg1,SMR,CO2,0.0
527,2020,reg1,SMR_CCS,CO2,0.0
528,2021,reg1,SMR_CCS,CO2,0.0
529,2022,reg1,SMR_CCS,CO2,0.0
530,2023,reg1,SMR_CCS,CO2,0.0
531,2024,reg1,SMR_CCS,CO2,0.0
532,2025,reg1,SMR_CCS,CO2,0.0
533,2026,reg1,SMR_CCS,CO2,0.0
534,2027,reg1,SMR_CCS,CO2,0.0
535,2028,reg1,SMR_CCS,CO2,0.0
536,2029,reg1,SMR_CCS,CO2,0.0
537,2030,reg1,SMR_CCS,CO2,0.0
538,2031,reg1,SMR_CCS,CO2,0.0
539,2032,reg1,SMR_CCS,CO2,0.0
540,2033,reg1,SMR_CCS,CO2,0.0
541,2034,reg1,SMR_CCS,CO2,0.0
542,2035,reg1,SMR_CCS,CO2,0.0
543,2036,reg1,SMR_CCS,CO2,0.0
544,2037,reg1,SMR_CCS,CO2,0.0
545,2038,reg1,SMR_CCS,CO2,0.0
546,2039,reg1,SMR_CCS,CO2,0.0
547,2040,reg1,SMR_CCS,CO2,0.0
548,2041,reg1,SMR_CCS,CO2,0.0
549,2042,reg1,SMR_CCS,CO2,0.0
550,2043,reg1,SMR_CCS,CO2,0.0
551,2044,reg1,SMR_CCS,CO2,0.0
552,2045,reg1,SMR_CCS,CO2,0.0
