,Datetime,Region,Technology,Cost,Value
70,2028,reg1,SFF_supply,fixed_cost,0.0
71,2029,reg1,SFF_supply,fixed_cost,0.0
72,2030,reg1,SFF_supply,fixed_cost,0.0
73,2031,reg1,SFF_supply,fixed_cost,0.0
74,2032,reg1,SFF_supply,fixed_cost,0.0
75,2033,reg1,SFF_supply,fixed_cost,0.0
76,2034,reg1,SFF_supply,fixed_cost,0.0
77,2035,reg1,SFF_supply,fixed_cost,0.0
78,2036,reg1,SFF_supply,fixed_cost,0.0
79,2037,reg1,SFF_supply,fixed_cost,0.0
80,2038,reg1,SFF_supply,fixed_cost,0.0
81,2039,reg1,SFF_supply,fixed_cost,0.0
82,2040,reg1,SFF_supply,fixed_cost,0.0
83,2041,reg1,SFF_supply,fixed_cost,0.0
84,2042,reg1,SFF_supply,fixed_cost,0.0
85,2043,reg1,SFF_supply,fixed_cost,0.0
86,2044,reg1,SFF_supply,fixed_cost,0.0
87,2045,reg1,SFF_supply,fixed_cost,0.0
88,2046,reg1,SFF_supply,fixed_cost,0.0
89,2047,reg1,SFF_supply,fixed_cost,0.0
90,2048,reg1,SFF_supply,fixed_cost,0.0
91,2049,reg1,SFF_supply,fixed_cost,0.0
92,2050,reg1,SFF_supply,fixed_cost,0.0
93,2020,reg1,OP_supply,fixed_cost,0.0
94,2021,reg1,OP_supply,fixed_cost,0.0
95,2022,reg1,OP_supply,fixed_cost,0.0
96,2023,reg1,OP_supply,fixed_cost,0.0
97,2024,reg1,OP_supply,fixed_cost,0.0
98,2025,reg1,OP_supply,fixed_cost,0.0
99,2026,reg1,OP_supply,fixed_cost,0.0
100,2027,reg1,OP_supply,fixed_cost,0.0
101,2028,reg1,OP_supply,fixed_cost,0.0
102,2029,reg1,OP_supply,fixed_cost,0.0
103,2030,reg1,OP_supply,fixed_cost,0.0
104,2031,reg1,OP_supply,fixed_cost,0.0
105,2032,reg1,OP_supply,fixed_cost,0.0
106,2033,reg1,OP_supply,fixed_cost,0.0
107,2034,reg1,OP_supply,fixed_cost,0.0
108,2035,reg1,OP_supply,fixed_cost,0.0
109,2036,reg1,OP_supply,fixed_cost,0.0
110,2037,reg1,OP_supply,fixed_cost,0.0
111,2038,reg1,OP_supply,fixed_cost,0.0
112,2039,reg1,OP_supply,fixed_cost,0.0
113,2040,reg1,OP_supply,fixed_cost,0.0
114,2041,reg1,OP_supply,fixed_cost,0.0
115,2042,reg1,OP_supply,fixed_cost,0.0
116,2043,reg1,OP_supply,fixed_cost,0.0
117,2044,reg1,OP_supply,fixed_cost,0.0
118,2045,reg1,OP_supply,fixed_cost,0.0
119,2046,reg1,OP_supply,fixed_cost,0.0
120,2047,reg1,OP_supply,fixed_cost,0.0
121,2048,reg1,OP_supply,fixed_cost,0.0
122,2049,reg1,OP_supply,fixed_cost,0.0
123,2050,reg1,OP_supply,fixed_cost,0.0
124,2020,reg1,BW_supply,fixed_cost,0.0
125,2021,reg1,BW_supply,fixed_cost,0.0
126,2022,reg1,BW_supply,fixed_cost,0.0
127,2023,reg1,BW_supply,fixed_cost,0.0
128,2024,reg1,BW_supply,fixed_cost,0.0
129,2025,reg1,BW_supply,fixed_cost,0.0
130,2026,reg1,BW_supply,fixed_cost,0.0
131,2027,reg1,BW_supply,fixed_cost,0.0
132,2028,reg1,BW_supply,fixed_cost,0.0
133,2029,reg1,BW_supply,fixed_cost,0.0
134,2030,reg1,BW_supply,fixed_cost,0.0
135,2031,reg1,BW_supply,fixed_cost,0.0
136,2032,reg1,BW_supply,fixed_cost,0.0
137,2033,reg1,BW_supply,fixed_cost,0.0
138,2034,reg1,BW_supply,fixed_cost,0.0
139,2035,reg1,BW_supply,fixed_cost,0.0
140,2036,reg1,BW_supply,fixed_cost,0.0
141,2037,reg1,BW_supply,fixed_cost,0.0
142,2038,reg1,BW_supply,fixed_cost,0.0
143,2039,reg1,BW_supply,fixed_cost,0.0
144,2040,reg1,BW_supply,fixed_cost,0.0
145,2041,reg1,BW_supply,fixed_cost,0.0
146,2042,reg1,BW_supply,fixed_cost,0.0
147,2043,reg1,BW_supply,fixed_cost,0.0
148,2044,reg1,BW_supply,fixed_cost,0.0
149,2045,reg1,BW_supply,fixed_cost,0.0
150,2046,reg1,BW_supply,fixed_cost,0.0
151,2047,reg1,BW_supply,fixed_cost,0.0
152,2048,reg1,BW_supply,fixed_cost,0.0
153,2049,reg1,BW_supply,fixed_cost,0.0
154,2050,reg1,BW_supply,fixed_cost,0.0
155,2020,reg1,Bio_oil_supply,fixed_cost,0.0
156,2021,reg1,Bio_oil_supply,fixed_cost,0.0
157,2022,reg1,Bio_oil_supply,fixed_cost,0.0
158,2023,reg1,Bio_oil_supply,fixed_cost,0.0
159,2024,reg1,Bio_oil_supply,fixed_cost,0.0
160,2025,reg1,Bio_oil_supply,fixed_cost,0.0
161,2026,reg1,Bio_oil_supply,fixed_cost,0.0
162,2027,reg1,Bio_oil_supply,fixed_cost,0.0
163,2028,reg1,Bio_oil_supply,fixed_cost,0.0
164,2029,reg1,Bio_oil_supply,fixed_cost,0.0
165,2030,reg1,Bio_oil_supply,fixed_cost,0.0
166,2031,reg1,Bio_oil_supply,fixed_cost,0.0
167,2032,reg1,Bio_oil_supply,fixed_cost,0.0
168,2033,reg1,Bio_oil_supply,fixed_cost,0.0
169,2034,reg1,Bio_oil_supply,fixed_cost,0.0
170,2035,reg1,Bio_oil_supply,fixed_cost,0.0
171,2036,reg1,Bio_oil_supply,fixed_cost,0.0
172,2037,reg1,Bio_oil_supply,fixed_cost,0.0
173,2038,reg1,Bio_oil_supply,fixed_cost,0.0
174,2039,reg1,Bio_oil_supply,fixed_cost,0.0
175,2040,reg1,Bio_oil_supply,fixed_cost,0.0
176,2041,reg1,Bio_oil_supply,fixed_cost,0.0
177,2042,reg1,Bio_oil_supply,fixed_cost,0.0
178,2043,reg1,Bio_oil_supply,fixed_cost,0.0
179,2044,reg1,Bio_oil_supply,fixed_cost,0.0
180,2045,reg1,Bio_oil_supply,fixed_cost,0.0
181,2046,reg1,Bio_oil_supply,fixed_cost,0.0
182,2047,reg1,Bio_oil_supply,fixed_cost,0.0
183,2048,reg1,Bio_oil_supply,fixed_cost,0.0
184,2049,reg1,Bio_oil_supply,fixed_cost,0.0
185,2050,reg1,Bio_oil_supply,fixed_cost,0.0
186,2020,reg1,UO2_SMR_supply ,fixed_cost,0.0
187,2021,reg1,UO2_SMR_supply ,fixed_cost,0.0
188,2022,reg1,UO2_SMR_supply ,fixed_cost,0.0
189,2023,reg1,UO2_SMR_supply ,fixed_cost,0.0
190,2024,reg1,UO2_SMR_supply ,fixed_cost,0.0
191,2025,reg1,UO2_SMR_supply ,fixed_cost,0.0
192,2026,reg1,UO2_SMR_supply ,fixed_cost,0.0
193,2027,reg1,UO2_SMR_supply ,fixed_cost,0.0
194,2028,reg1,UO2_SMR_supply ,fixed_cost,0.0
195,2029,reg1,UO2_SMR_supply ,fixed_cost,0.0
196,2030,reg1,UO2_SMR_supply ,fixed_cost,0.0
197,2031,reg1,UO2_SMR_supply ,fixed_cost,0.0
198,2032,reg1,UO2_SMR_supply ,fixed_cost,0.0
199,2033,reg1,UO2_SMR_supply ,fixed_cost,0.0
200,2034,reg1,UO2_SMR_supply ,fixed_cost,0.0
201,2035,reg1,UO2_SMR_supply ,fixed_cost,0.0
202,2036,reg1,UO2_SMR_supply ,fixed_cost,0.0
203,2037,reg1,UO2_SMR_supply ,fixed_cost,0.0
204,2038,reg1,UO2_SMR_supply ,fixed_cost,0.0
205,2039,reg1,UO2_SMR_supply ,fixed_cost,0.0
206,2040,reg1,UO2_SMR_supply ,fixed_cost,0.0
207,2041,reg1,UO2_SMR_supply ,fixed_cost,0.0
208,2042,reg1,UO2_SMR_supply ,fixed_cost,0.0
209,2043,reg1,UO2_SMR_supply ,fixed_cost,0.0
210,2044,reg1,UO2_SMR_supply ,fixed_cost,0.0
211,2045,reg1,UO2_SMR_supply ,fixed_cost,0.0
212,2046,reg1,UO2_SMR_supply ,fixed_cost,0.0
213,2047,reg1,UO2_SMR_supply ,fixed_cost,0.0
214,2048,reg1,UO2_SMR_supply ,fixed_cost,0.0
215,2049,reg1,UO2_SMR_supply ,fixed_cost,0.0
216,2050,reg1,UO2_SMR_supply ,fixed_cost,0.0
217,2020,reg1,MOX_AMR_supply ,fixed_cost,0.0
218,2021,reg1,MOX_AMR_supply ,fixed_cost,0.0
219,2022,reg1,MOX_AMR_supply ,fixed_cost,0.0
220,2023,reg1,MOX_AMR_supply ,fixed_cost,0.0
221,2024,reg1,MOX_AMR_supply ,fixed_cost,0.0
222,2025,reg1,MOX_AMR_supply ,fixed_cost,0.0
223,2026,reg1,MOX_AMR_supply ,fixed_cost,0.0
224,2027,reg1,MOX_AMR_supply ,fixed_cost,0.0
225,2028,reg1,MOX_AMR_supply ,fixed_cost,0.0
226,2029,reg1,MOX_AMR_supply ,fixed_cost,0.0
227,2030,reg1,MOX_AMR_supply ,fixed_cost,0.0
228,2031,reg1,MOX_AMR_supply ,fixed_cost,0.0
229,2032,reg1,MOX_AMR_supply ,fixed_cost,0.0
230,2033,reg1,MOX_AMR_supply ,fixed_cost,0.0
231,2034,reg1,MOX_AMR_supply ,fixed_cost,0.0
232,2035,reg1,MOX_AMR_supply ,fixed_cost,0.0
233,2036,reg1,MOX_AMR_supply ,fixed_cost,0.0
234,2037,reg1,MOX_AMR_supply ,fixed_cost,0.0
235,2038,reg1,MOX_AMR_supply ,fixed_cost,0.0
236,2039,reg1,MOX_AMR_supply ,fixed_cost,0.0
237,2040,reg1,MOX_AMR_supply ,fixed_cost,0.0
238,2041,reg1,MOX_AMR_supply ,fixed_cost,0.0
239,2042,reg1,MOX_AMR_supply ,fixed_cost,0.0
240,2043,reg1,MOX_AMR_supply ,fixed_cost,0.0
241,2044,reg1,MOX_AMR_supply ,fixed_cost,0.0
242,2045,reg1,MOX_AMR_supply ,fixed_cost,0.0
243,2046,reg1,MOX_AMR_supply ,fixed_cost,0.0
244,2047,reg1,MOX_AMR_supply ,fixed_cost,0.0
245,2048,reg1,MOX_AMR_supply ,fixed_cost,0.0
246,2049,reg1,MOX_AMR_supply ,fixed_cost,0.0
247,2050,reg1,MOX_AMR_supply ,fixed_cost,0.0
248,2020,reg1,UO2_G3+_supply ,fixed_cost,0.0
249,2021,reg1,UO2_G3+_supply ,fixed_cost,0.0
250,2022,reg1,UO2_G3+_supply ,fixed_cost,0.0
251,2023,reg1,UO2_G3+_supply ,fixed_cost,0.0
252,2024,reg1,UO2_G3+_supply ,fixed_cost,0.0
253,2025,reg1,UO2_G3+_supply ,fixed_cost,0.0
254,2026,reg1,UO2_G3+_supply ,fixed_cost,0.0
255,2027,reg1,UO2_G3+_supply ,fixed_cost,0.0
256,2028,reg1,UO2_G3+_supply ,fixed_cost,0.0
257,2029,reg1,UO2_G3+_supply ,fixed_cost,0.0
258,2030,reg1,UO2_G3+_supply ,fixed_cost,0.0
259,2031,reg1,UO2_G3+_supply ,fixed_cost,0.0
260,2032,reg1,UO2_G3+_supply ,fixed_cost,0.0
261,2033,reg1,UO2_G3+_supply ,fixed_cost,0.0
262,2034,reg1,UO2_G3+_supply ,fixed_cost,0.0
263,2035,reg1,UO2_G3+_supply ,fixed_cost,0.0
264,2036,reg1,UO2_G3+_supply ,fixed_cost,0.0
265,2037,reg1,UO2_G3+_supply ,fixed_cost,0.0
266,2038,reg1,UO2_G3+_supply ,fixed_cost,0.0
267,2039,reg1,UO2_G3+_supply ,fixed_cost,0.0
268,2040,reg1,UO2_G3+_supply ,fixed_cost,0.0
269,2041,reg1,UO2_G3+_supply ,fixed_cost,0.0
270,2042,reg1,UO2_G3+_supply ,fixed_cost,0.0
271,2043,reg1,UO2_G3+_supply ,fixed_cost,0.0
272,2044,reg1,UO2_G3+_supply ,fixed_cost,0.0
273,2045,reg1,UO2_G3+_supply ,fixed_cost,0.0
274,2046,reg1,UO2_G3+_supply ,fixed_cost,0.0
275,2047,reg1,UO2_G3+_supply ,fixed_cost,0.0
276,2048,reg1,UO2_G3+_supply ,fixed_cost,0.0
277,2049,reg1,UO2_G3+_supply ,fixed_cost,0.0
278,2050,reg1,UO2_G3+_supply ,fixed_cost,0.0
279,2020,reg1,Geo_PP,fixed_cost,152310974.6351593
280,2021,reg1,Geo_PP,fixed_cost,152491020.3043709
281,2022,reg1,Geo_PP,fixed_cost,152671065.97358248
282,2023,reg1,Geo_PP,fixed_cost,152851111.64279407
283,2024,reg1,Geo_PP,fixed_cost,153031157.31200564
284,2025,reg1,Geo_PP,fixed_cost,153211202.9812172
285,2026,reg1,Geo_PP,fixed_cost,153391248.6504288
286,2027,reg1,Geo_PP,fixed_cost,153571294.31964037
287,2028,reg1,Geo_PP,fixed_cost,153751339.98885196
288,2029,reg1,Geo_PP,fixed_cost,153931385.65806353
289,2030,reg1,Geo_PP,fixed_cost,154111431.32727513
290,2031,reg1,Geo_PP,fixed_cost,154099939.05051693
291,2032,reg1,Geo_PP,fixed_cost,154088446.77375874
292,2033,reg1,Geo_PP,fixed_cost,154076954.49700055
293,2034,reg1,Geo_PP,fixed_cost,154065462.22024235
294,2035,reg1,Geo_PP,fixed_cost,154053969.94348416
295,2036,reg1,Geo_PP,fixed_cost,154042477.66672596
296,2037,reg1,Geo_PP,fixed_cost,154030985.38996774
297,2038,reg1,Geo_PP,fixed_cost,154019493.11320955
298,2039,reg1,Geo_PP,fixed_cost,154008000.83645135
299,2040,reg1,Geo_PP,fixed_cost,153996508.55969328
300,2041,reg1,Geo_PP,fixed_cost,153808801.37264284
301,2042,reg1,Geo_PP,fixed_cost,153621094.18559247
302,2043,reg1,Geo_PP,fixed_cost,153433386.99854213
303,2044,reg1,Geo_PP,fixed_cost,153245679.81149176
304,2045,reg1,Geo_PP,fixed_cost,153057972.6244414
305,2046,reg1,Geo_PP,fixed_cost,152870265.437391
306,2047,reg1,Geo_PP,fixed_cost,152682558.25034064
307,2048,reg1,Geo_PP,fixed_cost,152494851.06329027
308,2049,reg1,Geo_PP,fixed_cost,152307143.8762399
309,2050,reg1,Geo_PP,fixed_cost,152119436.6891895
310,2020,reg1,Solar_PV_PP,fixed_cost,317393751.3694755
311,2021,reg1,Solar_PV_PP,fixed_cost,311045876.34208596
312,2022,reg1,Solar_PV_PP,fixed_cost,304698001.3146965
313,2023,reg1,Solar_PV_PP,fixed_cost,298350126.28730696
314,2024,reg1,Solar_PV_PP,fixed_cost,292002251.25991744
315,2025,reg1,Solar_PV_PP,fixed_cost,285654376.232528
316,2026,reg1,Solar_PV_PP,fixed_cost,279306501.20513844
317,2027,reg1,Solar_PV_PP,fixed_cost,272958626.1777489
318,2028,reg1,Solar_PV_PP,fixed_cost,266610751.15035942
319,2029,reg1,Solar_PV_PP,fixed_cost,260262876.12296993
320,2030,reg1,Solar_PV_PP,fixed_cost,253915001.09558043
321,2031,reg1,Solar_PV_PP,fixed_cost,251534547.96030936
322,2032,reg1,Solar_PV_PP,fixed_cost,249154094.82503828
323,2033,reg1,Solar_PV_PP,fixed_cost,246773641.6897672
324,2034,reg1,Solar_PV_PP,fixed_cost,244393188.55449614
325,2035,reg1,Solar_PV_PP,fixed_cost,242012735.4192251
326,2036,reg1,Solar_PV_PP,fixed_cost,239632282.28395402
327,2037,reg1,Solar_PV_PP,fixed_cost,237251829.14868295
328,2038,reg1,Solar_PV_PP,fixed_cost,234871376.01341188
329,2039,reg1,Solar_PV_PP,fixed_cost,232490922.87814084
330,2040,reg1,Solar_PV_PP,fixed_cost,230110469.74286962
331,2041,reg1,Solar_PV_PP,fixed_cost,269965344.65352494
332,2042,reg1,Solar_PV_PP,fixed_cost,310173203.8069886
333,2043,reg1,Solar_PV_PP,fixed_cost,349471982.7515645
334,2044,reg1,Solar_PV_PP,fixed_cost,336917418.8540458
335,2045,reg1,Solar_PV_PP,fixed_cost,324553291.20734876
336,2046,reg1,Solar_PV_PP,fixed_cost,312379599.8114733
337,2047,reg1,Solar_PV_PP,fixed_cost,300396344.6664197
338,2048,reg1,Solar_PV_PP,fixed_cost,288603525.7721877
339,2049,reg1,Solar_PV_PP,fixed_cost,277001143.1287774
340,2050,reg1,Solar_PV_PP,fixed_cost,265589196.73618883
341,2020,reg1,Wind_PP,fixed_cost,379664585.79622155
342,2021,reg1,Wind_PP,fixed_cost,375211729.543056
343,2022,reg1,Wind_PP,fixed_cost,370758873.28989047
344,2023,reg1,Wind_PP,fixed_cost,366306017.0367249
345,2024,reg1,Wind_PP,fixed_cost,361853160.7835593
346,2025,reg1,Wind_PP,fixed_cost,357400304.5303937
347,2026,reg1,Wind_PP,fixed_cost,352947448.2772282
348,2027,reg1,Wind_PP,fixed_cost,348494592.0240626
349,2028,reg1,Wind_PP,fixed_cost,344041735.770897
350,2029,reg1,Wind_PP,fixed_cost,339588879.5177314
351,2030,reg1,Wind_PP,fixed_cost,335136023.2645659
352,2031,reg1,Wind_PP,fixed_cost,328339558.4571026
353,2032,reg1,Wind_PP,fixed_cost,321543093.64963937
354,2033,reg1,Wind_PP,fixed_cost,314746628.84217614
355,2034,reg1,Wind_PP,fixed_cost,307950164.0347129
356,2035,reg1,Wind_PP,fixed_cost,301153699.2272497
357,2036,reg1,Wind_PP,fixed_cost,294357234.4197864
358,2037,reg1,Wind_PP,fixed_cost,287560769.61232316
359,2038,reg1,Wind_PP,fixed_cost,280764304.80485994
360,2039,reg1,Wind_PP,fixed_cost,273967839.9973967
361,2040,reg1,Wind_PP,fixed_cost,267171375.1899336
362,2041,reg1,Wind_PP,fixed_cost,262366977.6536234
363,2042,reg1,Wind_PP,fixed_cost,257562580.11731318
364,2043,reg1,Wind_PP,fixed_cost,252758182.58100298
365,2044,reg1,Wind_PP,fixed_cost,247953785.04469275
366,2045,reg1,Wind_PP,fixed_cost,243149387.5083825
367,2046,reg1,Wind_PP,fixed_cost,238344989.97207227
368,2047,reg1,Wind_PP,fixed_cost,233540592.43576205
369,2048,reg1,Wind_PP,fixed_cost,228736194.89945185
370,2049,reg1,Wind_PP,fixed_cost,223931797.3631417
371,2050,reg1,Wind_PP,fixed_cost,219127399.82683152
372,2020,reg1,Hydro_PP,fixed_cost,1005447906.6925683
373,2021,reg1,Hydro_PP,fixed_cost,995139345.2812563
374,2022,reg1,Hydro_PP,fixed_cost,984823166.8403485
375,2023,reg1,Hydro_PP,fixed_cost,974499371.3698444
376,2024,reg1,Hydro_PP,fixed_cost,964167958.8697442
377,2025,reg1,Hydro_PP,fixed_cost,953828929.3400478
378,2026,reg1,Hydro_PP,fixed_cost,943482282.7807552
379,2027,reg1,Hydro_PP,fixed_cost,933128019.1918665
380,2028,reg1,Hydro_PP,fixed_cost,922766138.5733817
381,2029,reg1,Hydro_PP,fixed_cost,912396640.9253005
382,2030,reg1,Hydro_PP,fixed_cost,902019526.2476238
383,2031,reg1,Hydro_PP,fixed_cost,891317599.6650249
384,2032,reg1,Hydro_PP,fixed_cost,880615673.082426
385,2033,reg1,Hydro_PP,fixed_cost,869913746.4998271
386,2034,reg1,Hydro_PP,fixed_cost,859211819.917228
387,2035,reg1,Hydro_PP,fixed_cost,848509893.3346292
388,2036,reg1,Hydro_PP,fixed_cost,837807966.7520303
389,2037,reg1,Hydro_PP,fixed_cost,827106040.1694313
390,2038,reg1,Hydro_PP,fixed_cost,816404113.5868323
391,2039,reg1,Hydro_PP,fixed_cost,805702187.0042334
392,2040,reg1,Hydro_PP,fixed_cost,795000260.4216346
393,2041,reg1,Hydro_PP,fixed_cost,784298333.8390355
394,2042,reg1,Hydro_PP,fixed_cost,773596407.2564366
395,2043,reg1,Hydro_PP,fixed_cost,762894480.6738377
396,2044,reg1,Hydro_PP,fixed_cost,752192554.0912386
397,2045,reg1,Hydro_PP,fixed_cost,741490627.5086397
398,2046,reg1,Hydro_PP,fixed_cost,730788700.9260408
399,2047,reg1,Hydro_PP,fixed_cost,720086774.3434418
400,2048,reg1,Hydro_PP,fixed_cost,709384847.7608428
401,2049,reg1,Hydro_PP,fixed_cost,698682921.178244
402,2050,reg1,Hydro_PP,fixed_cost,687980994.5956447
403,2020,reg1,Pump_hydro_PP,fixed_cost,26740078.606538005
404,2021,reg1,Pump_hydro_PP,fixed_cost,26740078.606538005
405,2022,reg1,Pump_hydro_PP,fixed_cost,26740078.606538005
406,2023,reg1,Pump_hydro_PP,fixed_cost,26740078.606538005
407,2024,reg1,Pump_hydro_PP,fixed_cost,26740078.606538005
408,2025,reg1,Pump_hydro_PP,fixed_cost,26740078.606538005
409,2026,reg1,Pump_hydro_PP,fixed_cost,26740078.606538005
410,2027,reg1,Pump_hydro_PP,fixed_cost,26740078.606538005
411,2028,reg1,Pump_hydro_PP,fixed_cost,26740078.606538005
412,2029,reg1,Pump_hydro_PP,fixed_cost,26740078.606538005
413,2030,reg1,Pump_hydro_PP,fixed_cost,26740078.606538005
414,2031,reg1,Pump_hydro_PP,fixed_cost,26740078.606538005
415,2032,reg1,Pump_hydro_PP,fixed_cost,28072029.611958154
416,2033,reg1,Pump_hydro_PP,fixed_cost,29403980.617378302
417,2034,reg1,Pump_hydro_PP,fixed_cost,30735931.62279845
418,2035,reg1,Pump_hydro_PP,fixed_cost,31126017.4255998
419,2036,reg1,Pump_hydro_PP,fixed_cost,31126017.4255998
420,2037,reg1,Pump_hydro_PP,fixed_cost,31126017.4255998
421,2038,reg1,Pump_hydro_PP,fixed_cost,31126017.4255998
422,2039,reg1,Pump_hydro_PP,fixed_cost,31126017.4255998
423,2040,reg1,Pump_hydro_PP,fixed_cost,31126017.425599795
424,2041,reg1,Pump_hydro_PP,fixed_cost,31126017.4255998
425,2042,reg1,Pump_hydro_PP,fixed_cost,31126017.4255998
426,2043,reg1,Pump_hydro_PP,fixed_cost,31126017.42559979
427,2044,reg1,Pump_hydro_PP,fixed_cost,31126017.42559979
428,2045,reg1,Pump_hydro_PP,fixed_cost,31126017.42559979
429,2046,reg1,Pump_hydro_PP,fixed_cost,31126017.42559979
430,2047,reg1,Pump_hydro_PP,fixed_cost,31126017.425599787
431,2048,reg1,Pump_hydro_PP,fixed_cost,31126017.425599787
432,2049,reg1,Pump_hydro_PP,fixed_cost,31126017.425599787
433,2050,reg1,Pump_hydro_PP,fixed_cost,31126017.425599787
434,2020,reg1,Electricity_imports,fixed_cost,0.0
435,2021,reg1,Electricity_imports,fixed_cost,0.0
436,2022,reg1,Electricity_imports,fixed_cost,0.0
437,2023,reg1,Electricity_imports,fixed_cost,0.0
438,2024,reg1,Electricity_imports,fixed_cost,0.0
439,2025,reg1,Electricity_imports,fixed_cost,0.0
440,2026,reg1,Electricity_imports,fixed_cost,0.0
441,2027,reg1,Electricity_imports,fixed_cost,0.0
442,2028,reg1,Electricity_imports,fixed_cost,0.0
443,2029,reg1,Electricity_imports,fixed_cost,0.0
444,2030,reg1,Electricity_imports,fixed_cost,0.0
445,2031,reg1,Electricity_imports,fixed_cost,0.0
446,2032,reg1,Electricity_imports,fixed_cost,0.0
447,2033,reg1,Electricity_imports,fixed_cost,0.0
448,2034,reg1,Electricity_imports,fixed_cost,0.0
449,2035,reg1,Electricity_imports,fixed_cost,0.0
450,2036,reg1,Electricity_imports,fixed_cost,0.0
451,2037,reg1,Electricity_imports,fixed_cost,0.0
452,2038,reg1,Electricity_imports,fixed_cost,0.0
453,2039,reg1,Electricity_imports,fixed_cost,0.0
454,2040,reg1,Electricity_imports,fixed_cost,0.0
455,2041,reg1,Electricity_imports,fixed_cost,0.0
456,2042,reg1,Electricity_imports,fixed_cost,0.0
457,2043,reg1,Electricity_imports,fixed_cost,0.0
458,2044,reg1,Electricity_imports,fixed_cost,0.0
459,2045,reg1,Electricity_imports,fixed_cost,0.0
460,2046,reg1,Electricity_imports,fixed_cost,0.0
461,2047,reg1,Electricity_imports,fixed_cost,0.0
462,2048,reg1,Electricity_imports,fixed_cost,0.0
463,2049,reg1,Electricity_imports,fixed_cost,0.0
464,2050,reg1,Electricity_imports,fixed_cost,0.0
465,2020,reg1,Geo_HP,fixed_cost,43980658.388379976
